TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
g002178,29,여,20,6,1,1,3,12,,2,7,3,4,50,50130,50,50110,26,26500,1,1,1,3,3,2,6,6,광주광역시,전남,2인 여행(가족 외),2023-06-14~2023-06-15,1,3,9,1
g004485,30,남,40,7,5,1,2,2,,5,10,2,2,48,48840,48,48220,26,26500,1,1,3,6,4,2,7,7,대전광역시,전북,2인 여행(가족 외),2023-07-28~2023-07-29,1,2,3,1
g005167,11,남,20,6,1,1,3,1,,4,7,3,7,46,46710,45,45190,47,47170,2,3,1,4,6,3,1,7,서울특별시,전남,2인 여행(가족 외),2023-09-07~2023-09-09,7,5,1,1
g002887,28,여,30,5,1,2,2,3,,5,8,2,1,42,42150,42,42210,28,28710,2,2,3,2,3,5,2,6,인천광역시,대전,2인 여행(가족 외),2023-07-01~2023-07-02,2,1,3,1
g004189,41,남,20,6,1,1,4,4,,4,9,2,2,42,42150,50,50110,26,26350,2,1,2,4,6,5,6,5,경기도,충남,2인 여행(가족 외),2023-07-18~2023-07-19,2,3,1,1
g010617,43,여,20,4,1,1,2,12,,1,5,2,1,50,50110,30,30230,50,50130,3,2,5,3,2,5,5,2,충청북도,대전,3인 이상 여행(가족 외),2023-08-30~2023-08-30,3,1,7,4
g001011,41,여,50,5,1,2,4,4,,2,11,3,6,44,44770,42,42820,47,47280,2,4,7,4,4,1,1,5,경기도,충북,자녀 동반 여행,2023-06-04~2023-06-06,2,1,6,3
g005581,46,남,50,7,1,2,4,3,,5,6,2,3,50,50110,42,42770,46,46890,5,2,3,2,2,3,6,2,전라남도,전북,자녀 동반 여행,2023-08-19~2023-08-19,8,1,3,3
g007086,43,남,40,6,1,2,2,8,,6,8,3,2,50,50110,11,11680,46,46130,5,3,1,3,6,6,6,2,충청북도,전남,2인 가족 여행,2023-08-20~2023-08-21,3,7,1,1
g013093,11,남,60,7,1,2,2,9,,3,4,2,1,27,27140,42,42210,50,50130,7,4,6,4,6,5,6,6,서울특별시,충남,나홀로 여행,2023-09-28~2023-09-28,8,1,2,0
g002668,27,여,30,6,1,2,2,3,,5,9,3,3,50,50130,47,47110,42,42150,1,1,2,2,2,3,2,3,대구광역시,대전,2인 여행(가족 외),2023-06-16~2023-06-17,2,1,,1
g000842,27,여,40,6,1,2,4,2,,5,12,2,1,27,27230,47,47820,41,41670,1,1,1,4,7,7,1,7,대구광역시,충남,자녀 동반 여행,2023-05-27~2023-05-29,1,9,8,7
g003019,30,남,50,6,1,2,4,3,,6,7,3,4,46,46820,26,26290,44,44710,4,4,4,3,5,4,3,4,대전광역시,충북,자녀 동반 여행,2023-07-01~2023-07-01,2,1,3,9
g002538,11,남,30,6,4,1,3,9,,4,11,3,5,50,50110,42,42150,26,26710,5,5,5,2,3,5,6,3,서울특별시,충남,2인 여행(가족 외),2023-06-16~2023-06-17,2,1,8,1
g001028,41,남,20,5,1,2,3,3,,3,7,2,1,50,50130,44,44800,46,46130,4,1,1,2,7,3,1,4,경기도,충북,자녀 동반 여행,2023-05-27~2023-05-29,1,3,8,2
g009482,46,남,20,6,2,1,4,12,,1,7,2,1,50,50110,46,46150,46,46130,3,3,2,3,2,6,2,6,전라남도,광주,2인 여행(가족 외),2023-09-03~2023-09-03,7,1,3,1
g005330,11,남,20,6,2,1,1,12,,2,,2,1,42,42210,41,41820,47,47130,2,2,3,1,1,7,1,6,서울특별시,전남,2인 여행(가족 외),2023-08-20~2023-08-21,3,1,2,1
g002154,30,남,50,5,1,2,2,4,,4,6,2,1,44,44230,44,44210,30,30170,2,4,3,4,2,3,2,6,대전광역시,충남,2인 여행(가족 외),2023-07-01~2023-07-02,5,3,2,1
g006231,41,남,20,6,2,1,1,12,,1,,3,3,50,50110,42,42150,26,26350,5,3,5,3,3,5,5,4,경기도,대전,2인 여행(가족 외),2023-08-14~2023-08-14,7,3,2,1
g007196,41,여,30,6,1,1,3,3,,3,7,3,4,50,50110,42,42150,30,30200,4,4,5,5,4,3,2,5,경기도,전북,2인 여행(가족 외),2023-08-19~2023-08-20,3,8,1,1
g012724,42,남,50,8,1,2,3,3,,6,10,2,2,42,42210,44,44770,50,50130,2,3,2,4,2,2,6,4,강원도,충북,자녀 동반 여행,2023-09-23~2023-09-23,8,3,2,2
g011669,30,여,40,6,1,1,1,3,,4,,3,8,50,50130,50,50110,26,26200,2,3,2,4,4,4,5,5,대전광역시,충남,2인 여행(가족 외),2023-09-17~2023-09-17,2,3,5,1
g004104,29,남,20,6,1,1,3,2,,4,5,2,3,26,26350,30,30200,11,11590,1,2,2,6,6,2,2,1,광주광역시,전북,3인 이상 여행(가족 외),2023-08-05~2023-08-06,3,4,2,5
g005762,41,여,20,6,2,1,2,12,,1,3,3,3,42,42210,26,26350,50,50130,5,5,1,3,3,5,2,4,경기도,대전,2인 가족 여행,2023-08-15~2023-08-15,2,3,1,1
g005170,41,여,20,6,1,1,3,13,,4,8,1,1,42,42830,42,42150,50,50110,4,2,4,2,5,3,5,7,경기도,전남,2인 가족 여행,2023-08-19~2023-08-20,5,3,2,1
g009372,41,여,20,5,2,1,3,12,,1,7,2,1,50,50130,26,26350,42,42150,5,1,3,5,4,6,6,5,경기도,대전,나홀로 여행,2023-09-02~2023-09-02,2,1,7,0
g002035,28,여,40,6,1,4,2,3,,4,4,3,3,42,42150,50,50130,26,26350,1,1,1,1,1,7,1,7,인천광역시,전남,2인 가족 여행,2023-06-18~2023-06-19,1,4,2,1
g007374,41,여,40,4,1,2,4,13,,3,6,2,1,42,42210,41,41830,43,43130,4,4,1,5,5,1,4,4,경기도,충남,자녀 동반 여행,2023-08-19~2023-08-19,2,6,3,3
g004259,36,여,40,6,1,2,3,3,,4,8,2,1,42,42210,43,43800,50,50130,1,1,1,4,4,1,1,6,세종특별자치시,대전,자녀 동반 여행,2023-07-16~2023-07-16,1,3,2,2
g013010,41,여,20,6,3,1,5,12,,1,4,2,1,26,26350,46,46130,30,30200,3,1,1,1,3,2,5,5,경기도,충남,나홀로 여행,2023-09-26~2023-09-26,4,7,1,0
g007227,41,남,30,6,1,1,1,3,,5,,2,1,27,27260,11,11680,43,43110,7,7,1,2,1,1,1,1,경기도,충북,나홀로 여행,2023-09-01~2023-09-03,2,1,4,0
g003758,44,남,50,7,5,2,2,2,,4,7,2,2,30,30230,44,44180,43,43730,1,4,2,5,5,5,6,6,충청남도,충남,2인 가족 여행,2023-07-15~2023-07-15,2,3,6,1
g001755,11,남,40,6,1,2,4,5,,5,8,2,3,42,42210,28,28710,41,41210,4,4,2,7,7,6,4,7,서울특별시,충북,자녀 동반 여행,2023-06-03~2023-06-04,3,1,5,3
g005913,41,남,50,7,1,2,5,3,,7,7,3,2,44,44810,46,46150,50,50110,1,1,1,1,1,1,7,1,경기도,충남,자녀 동반 여행,2023-08-27~2023-08-29,3,8,2,4
g004519,11,남,30,6,1,1,1,3,,9,,3,5,42,42210,11,11440,50,50130,4,3,3,2,6,5,2,4,서울특별시,전북,부모 동반 여행,2023-07-29~2023-07-30,2,4,1,2
g002235,30,남,30,6,1,1,3,3,,4,4,3,3,45,45110,44,44180,50,50110,7,4,1,4,7,7,2,2,대전광역시,전북,2인 가족 여행,2023-06-11~2023-06-12,7,1,3,1
g007410,29,남,30,6,1,1,1,3,,5,,1,1,46,46710,46,46130,26,26350,5,6,2,3,6,5,5,3,광주광역시,전남,2인 여행(가족 외),2023-08-20~2023-08-20,3,7,5,1
g012316,30,여,20,6,1,2,3,4,,4,5,2,1,50,50110,26,26350,28,28237,4,5,3,2,5,5,2,4,대전광역시,세종,자녀 동반 여행,2023-09-10~2023-09-10,3,8,6,2
g011519,47,여,50,5,1,1,3,5,,3,3,2,1,42,42150,44,44825,41,41820,7,4,6,4,4,5,7,2,경상북도,대전,2인 여행(가족 외),2023-09-08~2023-09-08,1,3,,1
g001046,11,여,50,6,1,2,4,2,,5,6,2,2,11,11680,48,48220,26,26710,6,3,2,1,2,2,3,2,서울특별시,대전,3인 이상 여행(가족 외),2023-05-28~2023-05-28,1,3,4,2
g001708,45,여,40,6,1,2,2,9,,4,6,2,1,26,26500,11,11710,46,46710,6,1,2,1,1,2,1,7,전라북도,대전,2인 가족 여행,2023-06-06~2023-06-06,5,2,7,1
g006227,45,여,30,6,1,2,3,11,,3,6,2,1,46,46130,11,11680,26,26440,4,4,4,4,4,4,1,4,전라북도,전남,자녀 동반 여행,2023-08-18~2023-08-20,3,2,6,2
g001156,41,남,30,6,1,2,3,3,,6,11,2,1,42,42210,42,42230,42,42830,4,2,3,2,2,2,2,4,경기도,충북,3인 이상 여행(가족 외),2023-06-02~2023-06-03,3,1,2,2
g003960,26,여,50,6,1,2,4,3,,5,9,3,5,50,50130,11,11110,47,47110,2,2,2,4,2,2,3,4,부산광역시,광주,자녀 동반 여행,2023-07-08~2023-07-09,8,7,3,3
g002271,41,남,30,6,1,1,1,2,,5,,2,1,50,50130,42,42830,45,45110,2,2,1,3,2,4,2,6,경기도,전북,2인 여행(가족 외),2023-06-24~2023-06-25,3,1,2,1
g011645,29,여,30,7,1,1,1,12,,3,,3,3,46,46110,26,26350,50,50130,4,4,1,1,2,1,7,6,광주광역시,전남,나홀로 여행,2023-09-04~2023-09-04,1,4,2,0
g001343,46,남,30,6,5,2,5,2,,3,12,2,2,46,46130,50,50130,45,45110,1,1,6,1,1,3,2,6,전라남도,전남,자녀 동반 여행,2023-06-03~2023-06-04,9,3,2,4
g012386,29,여,20,6,2,1,4,12,,1,7,2,1,45,45110,46,46710,26,26410,5,5,3,4,2,5,6,4,광주광역시,전북,나홀로 여행,2023-09-12~2023-09-12,2,4,1,0
g004152,41,남,50,6,2,2,4,4,,2,4,3,2,42,42210,41,41460,45,45770,3,2,4,3,1,3,5,3,경기도,충북,자녀 동반 여행,2023-07-17~2023-07-18,2,3,8,3
g007355,44,남,50,6,1,2,3,4,,4,12,3,6,42,42150,50,50110,11,11560,1,1,1,1,1,1,1,1,충청남도,충남,2인 가족 여행,2023-08-24~2023-08-24,7,2,1,1
g006363,41,여,30,5,1,1,3,3,,3,4,1,1,42,42170,26,26200,45,45110,3,3,4,2,5,4,6,6,경기도,세종,나홀로 여행,2023-08-23~2023-08-25,1,7,,0
g003182,11,남,30,6,1,1,1,3,,5,,2,1,42,42110,28,28110,41,41360,4,3,6,6,4,3,1,1,서울특별시,충남,3대 동반 여행(친척 포함),2023-07-08~2023-07-09,3,2,1,5
g001619,41,여,60,4,1,2,2,11,,2,6,3,3,42,42770,31,31710,28,28710,1,2,3,4,6,4,2,7,경기도,충북,2인 가족 여행,2023-06-01~2023-06-02,2,8,1,1
g001219,11,남,30,6,1,1,3,2,,5,12,2,1,43,43800,29,29140,41,41480,1,1,4,1,1,1,4,1,서울특별시,광주,부모 동반 여행,2023-05-28~2023-05-29,3,2,1,2
g011454,11,남,20,4,1,1,3,3,,6,11,2,1,41,41360,42,42830,41,41830,2,1,5,4,6,2,1,7,서울특별시,충남,2인 여행(가족 외),2023-09-17~2023-09-17,1,3,5,1
g009864,41,여,50,5,1,2,4,2,,4,7,2,2,42,42830,50,50130,41,41360,3,4,4,4,3,6,4,4,경기도,충남,2인 가족 여행,2023-08-26~2023-08-26,2,1,8,1
g006983,45,여,20,5,1,1,1,2,,4,,3,5,47,47110,11,11110,26,26350,4,3,2,4,2,4,3,5,대전광역시,전남,2인 여행(가족 외),2023-08-17~2023-08-18,7,3,1,1
g010256,29,여,20,6,1,1,1,3,,4,,2,2,46,46710,48,48310,26,26710,6,4,6,6,7,3,6,2,광주광역시,전남,2인 여행(가족 외),2023-08-26~2023-08-26,1,2,5,1
g000611,11,남,30,8,1,1,4,2,,5,6,2,1,26,26710,42,42150,29,29200,2,2,3,5,3,2,2,6,서울특별시,전북,2인 여행(가족 외),2023-06-02~2023-06-04,3,2,1,1
g012783,29,남,40,6,1,1,2,3,,5,5,3,3,46,46710,45,45790,29,29155,1,2,2,2,2,1,2,2,광주광역시,대전,나홀로 여행,2023-09-23~2023-09-23,1,7,8,0
g000397,41,여,30,6,1,1,1,3,,4,,2,3,47,47930,26,26320,50,50130,1,1,6,1,1,1,1,7,경기도,충남,자녀 동반 여행,2023-05-20~2023-05-21,8,2,,3
g001178,44,남,40,6,1,2,1,3,,6,,3,3,50,50110,50,50130,11,11710,4,3,3,3,3,4,1,3,충청남도,충남,3인 이상 여행(가족 외),2023-06-03~2023-06-04,3,4,2,2
g003243,45,남,30,5,1,1,3,13,,5,7,3,6,46,46130,45,45800,50,50110,2,2,2,4,2,6,6,6,전라북도,전북,2인 여행(가족 외),2023-06-24~2023-06-24,7,1,3,1
g003119,26,여,20,4,1,1,1,12,,1,,2,1,26,26230,42,42210,48,48310,3,1,5,2,1,2,1,6,부산광역시,전북,나홀로 여행,2023-06-30~2023-07-01,2,1,,0
g001129,30,여,20,6,5,1,3,2,,6,11,2,3,50,50110,44,44230,44,44150,2,3,3,2,2,2,2,5,대전광역시,충남,부모 동반 여행,2023-05-27~2023-05-27,3,1,2,2
g005921,11,남,20,4,1,1,4,12,,2,6,3,6,50,50110,26,26350,46,46130,4,1,1,6,4,3,7,5,서울특별시,전남,2인 가족 여행,2023-08-15~2023-08-17,3,7,2,1
g001689,45,여,30,6,1,1,4,3,,4,12,2,3,50,50110,45,45710,29,29110,3,2,2,3,2,3,5,4,전라북도,전북,2인 여행(가족 외),2023-06-05~2023-06-06,3,2,1,1
g004317,42,남,20,4,1,1,1,12,,3,,3,2,11,11440,42,42110,26,26350,4,1,1,1,1,1,1,6,서울특별시,전북,2인 여행(가족 외),2023-08-03~2023-08-04,3,10,7,1
g000604,11,남,30,8,2,2,2,2,,8,10,3,4,30,30200,46,46770,46,46130,2,1,2,1,6,6,7,1,서울특별시,충북,2인 가족 여행,2023-05-28~2023-05-29,8,7,1,1
g000016,41,남,20,6,1,1,4,7,,6,12,3,5,42,42150,26,26350,45,45110,2,1,3,3,3,6,2,6,경기도,전북,2인 여행(가족 외),2023-04-29~2023-05-01,3,2,1,1
g011408,28,여,20,6,5,1,6,12,,4,8,2,2,26,26350,30,30140,11,11440,6,4,4,3,4,5,5,3,인천광역시,대전,나홀로 여행,2023-09-02~2023-09-02,10,1,7,0
g007535,30,여,30,8,2,1,1,12,,1,,2,1,50,50110,42,42150,46,46110,1,2,4,5,6,7,7,7,대전광역시,전북,3인 이상 여행(가족 외),2023-08-22~2023-08-23,1,2,6,3
g012176,41,여,30,6,1,1,2,3,,3,4,3,6,42,42210,46,46150,50,50130,2,2,2,6,6,2,2,5,경기도,대전,2인 여행(가족 외),2023-09-17~2023-09-17,1,2,3,1
g000414,41,남,30,6,1,1,1,12,,2,,3,3,42,42210,46,46130,50,50110,4,2,2,2,5,4,5,5,경기도,전북,2인 여행(가족 외),2023-05-19~2023-05-21,3,1,2,1
g005975,41,남,40,6,1,2,4,3,,1,7,2,2,42,42210,28,28710,48,48310,2,2,4,4,6,5,6,7,서울특별시,충북,자녀 동반 여행,2023-08-12~2023-08-14,1,3,2,3
g012643,29,남,30,6,1,2,4,3,,7,7,1,1,46,46710,46,46870,46,46860,5,6,2,4,4,5,3,6,광주광역시,전남,자녀 동반 여행,2023-09-17~2023-09-17,3,7,9,3
g004489,45,여,30,5,1,1,4,13,,1,6,2,1,45,45110,50,50130,26,26350,5,2,2,3,6,5,1,5,전라북도,충남,2인 여행(가족 외),2023-07-30~2023-07-31,3,7,1,1
g003307,11,여,20,7,1,1,2,12,,3,3,3,3,26,26140,11,11680,41,41460,3,2,6,2,5,5,2,6,서울특별시,전북,2인 여행(가족 외),2023-06-25~2023-06-26,7,1,2,1
g011843,11,여,40,6,1,2,3,11,,3,7,3,3,50,50130,42,42830,45,45770,6,5,5,4,3,6,3,5,서울특별시,전북,나홀로 여행,2023-09-11~2023-09-11,1,7,4,0
g000714,11,여,30,6,1,1,1,3,,4,,3,6,42,42150,43,43800,26,26350,4,1,2,1,4,5,6,6,서울특별시,충북,2인 여행(가족 외),2023-06-10~2023-06-11,2,1,3,1
g012270,41,여,40,6,1,1,4,4,,4,7,3,4,50,50110,41,41830,11,11170,7,4,4,2,4,4,1,6,경기도,대전,2인 여행(가족 외),2023-09-13~2023-09-13,7,2,1,1
g001576,27,남,30,5,1,1,1,3,,4,,2,2,48,48880,48,48120,50,50130,3,4,2,4,6,2,3,3,대구광역시,대전,2인 가족 여행,2023-06-09~2023-06-10,7,2,1,1
g012523,45,여,20,7,1,1,3,13,,3,6,3,6,11,11680,41,41460,30,30200,6,4,5,2,3,6,6,3,전라북도,대전,2인 여행(가족 외),2023-09-14~2023-09-14,1,5,3,1
g001779,41,여,40,7,1,2,3,3,,8,12,3,5,48,48840,48,48220,26,26350,4,4,1,4,5,1,5,4,서울특별시,광주,2인 여행(가족 외),2023-06-02~2023-06-03,1,2,3,1
g010838,11,여,30,6,1,1,3,5,,2,6,3,2,50,50110,42,42820,42,42150,3,2,2,6,2,6,2,6,서울특별시,대전,나홀로 여행,2023-09-02~2023-09-02,2,7,8,0
g002416,41,남,30,6,1,2,4,3,,5,8,2,2,43,43800,42,42210,47,47130,2,3,2,3,2,2,6,7,경기도,충북,자녀 동반 여행,2023-07-01~2023-07-01,7,2,3,3
g007354,44,남,40,6,1,2,2,2,,5,5,2,2,44,44150,30,30200,44,44790,1,4,3,3,3,3,2,6,충청남도,충남,2인 가족 여행,2023-08-19~2023-08-19,3,8,2,1
g002159,11,남,40,6,1,1,2,3,,6,6,2,2,50,50130,42,42210,41,41830,1,1,1,5,3,2,6,3,서울특별시,충북,2인 여행(가족 외),2023-07-07~2023-07-08,2,1,3,1
g000952,48,여,30,4,1,1,3,4,,4,5,2,4,26,26710,42,42210,42,42170,2,4,1,4,6,4,3,6,경상남도,전남,2인 여행(가족 외),2023-05-28~2023-05-29,2,1,3,1
g003224,29,여,30,6,1,2,2,2,,5,9,3,5,11,11680,47,47130,42,42150,4,1,2,2,3,2,4,6,광주광역시,전북,2인 가족 여행,2023-06-26~2023-06-27,1,3,5,1
g005932,26,여,30,5,3,1,4,7,,5,6,2,1,29,29155,31,31140,26,26350,6,2,4,2,2,4,3,6,부산광역시,전북,2인 여행(가족 외),2023-09-08~2023-09-10,3,1,5,1
g005034,43,남,40,6,1,1,2,3,,5,9,2,1,43,43110,44,44230,11,11680,4,4,5,3,4,4,4,6,충청북도,충북,2인 여행(가족 외),2023-08-05~2023-08-05,5,1,3,1
g010950,11,남,20,5,1,1,5,4,,2,7,3,3,50,50110,42,42150,26,26140,1,1,1,2,6,3,6,4,서울특별시,전북,2인 여행(가족 외),2023-09-01~2023-09-01,7,1,3,1
g011194,45,여,30,6,2,1,2,12,,2,4,3,10,50,50110,11,11110,28,28185,6,3,4,3,4,5,4,4,전라북도,전북,2인 가족 여행,2023-09-07~2023-09-07,1,3,7,1
g002854,28,남,30,6,1,2,2,1,,4,6,2,2,42,42150,42,42820,42,42760,1,7,1,1,1,1,1,7,인천광역시,전남,3인 이상 여행(가족 외),2023-07-01~2023-07-02,3,9,2,3
g002764,29,남,50,8,1,2,2,2,,4,7,3,10,50,50130,45,45730,46,46900,3,4,2,2,5,3,6,2,광주광역시,전남,3인 이상 여행(가족 외),2023-06-24~2023-06-25,3,8,7,3
g000678,28,남,40,6,1,1,2,3,,5,5,2,1,11,11560,43,43800,42,42210,3,2,2,4,6,4,2,5,인천광역시,충북,나홀로 여행,2023-05-27~2023-05-29,6,1,8,0
g001132,11,남,20,5,1,1,3,2,,4,7,3,5,47,47130,42,42150,50,50110,6,1,1,7,6,6,1,7,서울특별시,충북,2인 여행(가족 외),2023-06-03~2023-06-04,1,3,7,1
g007694,41,남,20,4,1,1,4,12,,12,12,3,5,41,41820,48,48220,26,26350,2,2,2,2,3,3,2,2,충청남도,충남,나홀로 여행,2023-08-21~2023-08-21,7,1,,0
g007248,29,남,40,6,1,2,2,4,,3,6,3,4,46,46720,45,45110,46,46710,5,3,3,3,3,3,3,5,광주광역시,전북,2인 가족 여행,2023-08-22~2023-08-23,3,2,1,1
g011045,41,남,40,6,1,2,2,2,,9,12,1,1,50,50130,42,42150,43,43130,3,2,2,2,6,2,2,6,경기도,충북,3인 이상 여행(가족 외),2023-09-03~2023-09-03,6,2,1,1
g000712,11,여,30,6,1,1,1,3,,5,,1,5,50,50110,26,26200,42,42210,3,2,2,5,5,2,6,6,서울특별시,전북,나홀로 여행,2023-06-03~2023-06-04,8,1,2,0
g001297,46,여,60,6,4,2,3,5,,3,9,3,5,46,46710,46,46880,50,50110,3,5,5,2,2,4,2,1,전라남도,광주,나홀로 여행,2023-05-28~2023-05-29,2,1,10,0
g002588,45,남,40,4,1,2,3,8,,5,5,4,3,47,47930,42,42230,44,44825,1,1,1,4,6,4,2,2,경기도,전북,자녀 동반 여행,2023-06-15~2023-06-16,3,2,10,2
g007622,11,남,20,6,3,1,1,12,,1,,2,2,41,41280,50,50110,26,26350,4,1,7,1,4,7,1,4,서울특별시,충남,2인 여행(가족 외),2023-09-06~2023-09-06,8,3,1,1
g000220,30,여,30,6,1,2,2,2,,5,9,2,2,42,42150,43,43150,45,45130,2,3,2,3,3,3,5,3,대전광역시,전북,2인 여행(가족 외),2023-05-26~2023-05-28,1,9,5,1
g004289,41,남,20,6,1,1,5,12,,1,4,2,2,42,42210,11,11710,42,42150,1,1,1,4,4,1,4,7,경기도,충북,부모 동반 여행,2023-07-20~2023-07-20,1,3,2,2
g004138,11,여,60,6,1,2,3,3,,5,11,3,3,42,42150,50,50130,48,48310,2,3,2,3,2,2,6,6,서울특별시,충북,3인 이상 여행(가족 외),2023-08-19~2023-08-19,6,7,3,2
g001113,36,남,30,8,2,2,2,2,,5,8,2,3,50,50110,30,30170,11,11680,5,7,6,3,5,2,5,2,세종특별자치시,대전,나홀로 여행,2023-06-03~2023-06-04,2,1,5,0
g001879,46,여,30,6,1,2,2,2,,4,4,2,2,11,11110,26,26350,29,29155,1,1,1,1,7,7,7,7,전라남도,전남,2인 가족 여행,2023-06-10~2023-06-10,5,7,1,1
g007614,11,여,20,6,1,1,2,4,,3,5,3,3,26,26230,50,50110,50,50130,1,1,1,1,3,2,1,7,서울특별시,충북,나홀로 여행,2023-09-11~2023-09-11,4,7,1,0
g012780,45,여,20,5,1,1,1,4,,4,,3,5,50,50130,50,50110,26,26350,4,1,1,7,7,4,2,7,전라북도,전북,나홀로 여행,2023-09-24~2023-09-24,5,1,7,0
g012392,44,남,30,7,1,2,1,2,,5,,2,1,42,42720,44,44130,26,26710,4,2,2,1,2,4,2,7,충청남도,충남,나홀로 여행,2023-09-10~2023-09-10,4,1,2,0
g003398,41,여,20,6,1,1,3,2,,6,10,2,2,42,42150,42,42210,26,26500,2,2,6,3,2,5,7,6,경기도,충남,3인 이상 여행(가족 외),2023-07-08~2023-07-09,2,3,1,5
g011931,45,여,50,6,1,2,3,2,,3,5,2,2,45,45790,46,46130,30,30110,4,4,4,4,4,4,4,4,전라북도,전남,3인 이상 여행(가족 외),2023-09-10~2023-09-10,3,8,,3
g012311,11,여,60,4,1,4,2,4,,2,3,3,3,42,42210,42,42150,42,42170,4,4,4,4,6,4,4,3,서울특별시,충남,나홀로 여행,2023-09-14~2023-09-14,8,6,1,0
g008062,41,여,20,6,1,1,4,13,,1,8,3,3,26,26350,50,50110,42,42150,4,1,2,1,6,1,7,7,경기도,충북,3인 이상 여행(가족 외),2023-08-29~2023-08-31,5,1,2,3
g012689,45,남,30,6,1,1,1,2,,4,,2,2,26,26500,30,30200,46,46130,3,1,3,5,6,5,2,6,전라북도,대전,2인 가족 여행,2023-09-24~2023-09-24,3,1,2,1
g000471,41,남,30,6,1,2,3,3,,6,7,2,2,50,50110,26,26350,42,42830,3,1,2,4,5,3,5,7,경기도,충북,자녀 동반 여행,2023-06-03~2023-06-06,3,1,7,2
g006913,46,여,40,6,1,1,4,3,,5,9,3,3,44,44825,11,11110,30,30200,6,7,3,2,2,7,3,6,전라남도,전북,부모 동반 여행,2023-08-16~2023-08-16,1,2,5,2
g003058,46,남,20,4,1,1,5,12,,1,12,3,3,11,11680,46,46820,11,11710,7,1,5,4,1,6,4,1,전라남도,대전,나홀로 여행,2023-07-02~2023-07-03,1,2,6,0
g000402,41,여,30,6,1,1,4,3,,4,12,3,5,50,50110,42,42150,26,26350,4,1,1,1,1,4,1,1,경기도,광주,나홀로 여행,2023-05-20~2023-05-20,8,7,1,0
g011927,41,여,30,6,1,1,1,3,,4,,3,6,48,48120,42,42150,43,43110,4,1,1,4,1,1,7,1,경기도,충남,나홀로 여행,2023-09-13~2023-09-13,2,1,4,0
g002988,45,남,20,5,2,1,1,3,,4,,2,1,45,45710,42,42830,50,50130,1,1,1,2,1,1,2,5,전라북도,대전,2인 여행(가족 외),2023-06-20~2023-06-21,3,7,1,1
g010807,45,여,30,6,1,1,3,4,,3,5,2,2,50,50130,26,26350,11,11680,3,3,1,1,1,1,7,5,전라북도,전북,나홀로 여행,2023-08-29~2023-08-29,7,1,2,0
g000226,30,남,20,6,1,1,1,3,,4,,2,1,42,42210,50,50110,45,45110,4,2,2,4,6,3,2,2,대전광역시,전북,2인 여행(가족 외),2023-06-03~2023-06-04,1,3,2,1
g000654,46,여,30,7,1,2,4,3,,4,7,2,2,11,11305,29,29200,46,46800,4,2,2,6,6,6,6,2,전라남도,대전,자녀 동반 여행,2023-05-27~2023-05-29,1,3,4,3
g004139,41,여,40,5,1,2,4,2,,4,9,2,2,42,42150,45,45130,47,47110,4,1,2,1,1,1,2,7,경기도,충남,자녀 동반 여행,2023-07-29~2023-07-30,1,2,3,7
g000560,41,남,20,6,1,1,3,2,,4,7,4,6,50,50110,44,44825,42,42150,1,1,4,6,1,2,1,7,경기도,충남,2인 여행(가족 외),2023-06-04~2023-06-06,2,7,3,1
g000522,44,여,20,6,1,1,5,2,,4,11,2,2,50,50110,11,11170,26,26350,2,2,1,4,5,5,4,6,충청남도,충북,2인 여행(가족 외),2023-05-20~2023-05-21,2,7,1,1
g005200,30,여,30,5,1,1,1,12,,2,,3,5,50,50110,26,26350,11,11710,6,2,4,3,2,4,7,3,대전광역시,전북,2인 여행(가족 외),2023-08-13~2023-08-15,7,1,3,1
g005165,43,여,20,6,1,1,3,3,,3,11,2,3,50,50110,42,42830,46,46130,1,1,1,3,2,4,3,7,충청북도,광주,나홀로 여행,2023-08-12~2023-08-13,7,,,0
g001740,45,남,30,7,1,1,4,13,,3,5,3,2,46,46130,11,11710,30,30200,4,2,6,2,2,2,6,6,전라북도,전남,2인 가족 여행,2023-06-05~2023-06-06,2,,,1
g007524,44,여,20,6,2,1,4,12,,2,5,3,2,50,50130,50,50110,11,11680,4,1,1,4,1,1,6,6,충청남도,충남,2인 여행(가족 외),2023-08-20~2023-08-20,7,1,2,1
