TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
g000305,29,여,30,7,1,2,4,2,,2,6,2,2,46,46710,45,45180,46,46880,2,2,2,5,5,5,5,5,광주광역시,대전,자녀 동반 여행,2023-05-19~2023-05-21,7,3,1,3
g001702,28,남,20,6,1,1,4,4,,3,7,2,3,50,50130,47,47130,26,26350,1,1,1,5,3,5,4,7,인천광역시,충남,2인 여행(가족 외),2023-06-03~2023-06-04,3,1,8,1
g002244,11,남,50,7,1,2,3,2,,11,12,2,1,43,43110,42,42820,26,26350,2,7,2,1,4,2,6,3,서울특별시,충남,2인 여행(가족 외),2023-06-12~2023-06-12,3,1,7,1
g001741,11,남,30,6,1,2,1,3,,6,,2,1,42,42150,42,42170,50,50110,1,1,4,2,2,5,3,7,서울특별시,전남,나홀로 여행,2023-06-04~2023-06-05,1,2,5,0
g001322,41,남,30,5,4,1,4,5,,6,12,3,2,42,42170,50,50130,26,26350,2,1,5,2,6,6,7,3,경기도,충남,2인 여행(가족 외),2023-05-31~2023-05-31,3,1,7,1
g000341,41,여,20,6,1,1,2,2,,5,8,2,3,42,42810,43,43760,26,26350,2,1,2,3,6,2,2,7,경기도,충남,2인 여행(가족 외),2023-05-19~2023-05-21,1,7,2,1
g007366,41,여,20,6,1,1,1,3,,4,,3,3,42,42150,30,30170,46,46130,1,1,2,1,2,1,3,4,경기도,대전,나홀로 여행,2023-08-19~2023-08-19,4,1,7,0
g000394,11,여,40,6,1,2,4,3,,7,12,2,2,42,42760,50,50130,41,41280,6,2,2,2,3,1,1,5,서울특별시,충북,부모 동반 여행,2023-05-15~2023-05-17,7,9,2,3
g011096,43,여,30,6,1,1,1,3,,2,,3,3,42,42210,42,42150,11,11215,1,4,3,3,2,4,3,4,충청북도,충북,나홀로 여행,2023-08-31~2023-08-31,6,2,8,0
g000875,41,여,30,6,1,2,3,3,,5,8,2,1,43,43150,43,43800,42,42150,2,1,1,4,3,3,1,6,경기도,충북,자녀 동반 여행,2023-06-03~2023-06-06,1,7,8,2
g007340,29,남,50,4,1,2,4,13,,4,6,2,2,46,46710,46,46130,46,46110,4,3,3,3,3,6,6,6,광주광역시,전남,자녀 동반 여행,2023-08-20~2023-08-20,1,7,3,2
g007407,11,남,50,6,1,2,5,11,,1,8,2,2,41,41650,42,42210,50,50130,1,4,3,3,3,4,3,6,서울특별시,대전,자녀 동반 여행,2023-08-19~2023-08-19,3,10,1,4
g004397,41,남,20,6,1,1,3,2,,4,6,2,2,42,42170,30,30200,11,11350,5,6,5,2,7,4,6,3,경기도,대전,2인 여행(가족 외),2023-08-04~2023-08-04,10,8,7,1
g002766,11,여,30,6,1,2,2,3,,4,9,2,2,42,42150,46,46130,45,45800,1,1,6,4,3,6,7,3,서울특별시,전북,부모 동반 여행,2023-06-30~2023-07-01,3,2,9,7
g000286,43,남,40,7,1,2,2,2,,6,8,2,2,11,11440,50,50130,50,50110,3,7,3,5,5,6,3,3,충청북도,세종,나홀로 여행,2023-05-21~2023-05-21,2,1,6,0
g006805,41,남,20,4,1,1,3,12,,3,6,2,1,50,50110,26,26350,47,47110,4,1,4,1,3,5,6,7,경기도,전남,2인 여행(가족 외),2023-08-28~2023-08-30,7,1,3,1
g001002,30,남,20,6,1,1,3,7,,5,12,4,1,11,11230,44,44180,44,44150,7,4,7,1,1,4,1,7,대전광역시,충남,2인 여행(가족 외),2023-05-26~2023-05-27,1,3,10,1
g006212,28,남,30,4,1,1,4,2,,4,10,4,5,46,46130,50,50130,26,26350,2,1,2,5,2,4,2,3,인천광역시,광주,2인 여행(가족 외),2023-08-16~2023-08-17,3,1,7,1
g003658,29,여,40,5,1,1,1,3,,4,,2,2,47,47130,50,50130,42,42210,2,1,1,4,6,2,5,7,광주광역시,전남,2인 여행(가족 외),2023-07-01~2023-07-02,4,3,7,1
g005302,27,남,20,6,1,1,2,3,,4,7,3,3,50,50110,11,11140,26,26260,7,4,4,4,2,6,4,7,대구광역시,전북,나홀로 여행,2023-08-09~2023-08-10,7,5,1,0
g003824,46,여,20,6,1,1,3,2,,4,9,3,5,50,50110,11,11170,30,30200,4,3,2,4,4,3,6,4,전라남도,전북,나홀로 여행,2023-07-12~2023-07-13,4,2,1,0
g002094,41,여,20,6,1,1,1,10,,3,,2,1,42,42150,46,46130,26,26290,3,2,1,4,7,2,1,5,경기도,전남,2인 여행(가족 외),2023-06-24~2023-06-25,3,2,1,1
g004187,11,여,30,6,1,1,10,3,,3,3,2,1,42,42150,47,47130,50,50110,4,2,3,2,4,5,4,5,서울특별시,대전,2인 여행(가족 외),2023-07-22~2023-07-23,1,7,2,1
g004977,11,남,30,4,1,1,2,3,,3,4,3,5,42,42150,50,50130,41,41480,2,2,4,4,3,5,6,7,서울특별시,충북,2인 여행(가족 외),2023-08-05~2023-08-06,7,2,3,1
g006367,11,여,40,4,1,1,3,1,,2,4,3,4,47,47210,44,44150,43,43110,4,4,4,4,4,4,4,4,서울특별시,충북,부모 동반 여행,2023-08-27~2023-08-30,3,6,8,2
g000540,29,남,50,8,1,2,4,2,,12,12,2,4,50,50130,42,42150,26,26290,7,1,1,1,1,7,1,4,광주광역시,전남,자녀 동반 여행,2023-05-19~2023-05-20,2,3,6,3
g001004,42,여,30,4,1,2,4,4,,3,7,3,4,42,42830,42,42820,28,28710,1,1,1,3,1,1,7,7,강원도,전남,2인 여행(가족 외),2023-06-07~2023-06-10,2,1,5,1
g009526,46,남,40,6,1,1,3,3,,5,12,3,3,26,26140,48,48870,29,29140,4,4,5,4,3,4,2,2,전라남도,전북,2인 여행(가족 외),2023-08-26~2023-08-26,3,,,1
g005574,29,여,30,7,1,2,4,2,,3,6,2,2,46,46710,48,48850,45,45110,4,3,2,6,4,6,5,5,광주광역시,전북,자녀 동반 여행,2022-08-12~2022-08-12,3,1,2,3
g001694,44,남,20,6,1,1,3,4,,5,9,1,1,45,45110,50,50130,44,44180,2,1,5,2,1,5,2,6,충청남도,충남,2인 여행(가족 외),2023-06-06~2023-06-06,7,2,5,1
g012472,45,여,20,4,1,1,4,3,,3,5,2,1,42,42150,45,45110,11,11440,6,4,6,2,6,6,1,7,전라북도,전북,3인 이상 여행(가족 외),2023-09-16~2023-09-16,3,1,5,2
g006414,11,여,30,7,1,2,2,3,,5,10,3,6,42,42210,43,43800,50,50110,2,1,2,1,2,3,7,4,서울특별시,전북,2인 가족 여행,2023-08-26~2023-08-29,2,3,,1
g003944,11,여,30,6,1,2,4,3,,4,12,2,2,43,43150,42,42720,41,41800,2,2,2,4,6,2,2,7,서울특별시,대전,자녀 동반 여행,2023-07-15~2023-07-16,1,5,8,3
g012653,46,남,30,6,1,1,1,3,,5,,2,2,11,11170,26,26350,42,42150,1,2,1,3,2,2,2,6,전라남도,광주,2인 여행(가족 외),2023-09-23~2023-09-23,3,1,7,1
g004234,11,남,30,6,1,1,1,4,,4,,3,3,41,41820,42,42110,42,42210,2,1,6,6,2,6,6,3,서울특별시,대전,나홀로 여행,2023-07-18~2023-07-18,1,2,4,0
g003499,11,여,30,6,1,1,3,2,,4,8,3,3,42,42150,26,26350,45,45110,6,2,1,6,1,4,7,3,서울특별시,대전,2인 여행(가족 외),2023-07-14~2023-07-15,1,5,2,1
g003162,43,남,30,6,5,2,4,3,,5,7,2,1,50,50110,43,43740,30,30110,1,1,1,1,1,1,7,1,충청북도,세종,3인 이상 여행(가족 외),2023-07-01~2023-07-02,1,6,5,3
g012774,41,여,30,6,1,1,4,13,,1,8,2,1,26,26350,41,41110,11,11560,4,2,1,5,6,1,6,6,경기도,충남,2인 여행(가족 외),2023-09-23~2023-09-23,1,2,6,1
g007015,11,남,40,7,1,1,2,3,,4,5,4,10,42,42210,42,42230,29,29110,4,2,5,4,5,3,6,4,서울특별시,전남,2인 가족 여행,2023-09-08~2023-09-10,3,8,1,1
g012283,29,남,30,6,1,1,3,9,,3,7,3,6,11,11230,46,46130,46,46150,6,1,4,3,2,4,6,3,광주광역시,전남,3인 이상 여행(가족 외),2023-09-16~2023-09-16,3,1,2,1
g012639,43,남,20,6,1,1,4,12,,1,5,3,6,50,50130,26,26350,43,43130,3,1,1,1,1,1,4,7,충청북도,세종,2인 여행(가족 외),2023-09-18~2023-09-18,2,3,1,1
g001673,29,남,30,6,1,1,1,4,,5,,3,6,50,50110,48,48840,26,26500,2,4,2,4,5,4,5,4,광주광역시,전북,2인 여행(가족 외),2023-06-01~2023-06-01,3,5,2,1
g001101,41,남,50,6,1,2,3,2,,6,10,2,1,42,42750,42,42150,50,50110,2,1,2,2,5,2,3,7,경기도,충북,자녀 동반 여행,2023-06-04~2023-06-06,3,1,2,2
g001035,43,여,60,2,1,2,2,11,,1,6,3,2,43,43110,47,47770,42,42150,3,4,6,3,2,6,5,5,충청북도,충북,나홀로 여행,2023-05-26~2023-05-26,6,4,,0
g011922,41,여,20,6,1,1,4,2,,4,9,3,2,42,42150,30,30140,26,26350,4,4,3,3,4,5,3,5,경기도,대전,나홀로 여행,2023-09-15~2023-09-15,7,2,1,0
g000917,48,여,30,5,1,1,4,4,,4,12,3,2,26,26530,50,50110,47,47130,6,7,3,1,2,1,3,6,경상남도,전남,나홀로 여행,2023-05-26~2023-05-26,2,1,6,0
g003255,29,남,20,6,5,1,4,3,,4,12,2,1,11,11110,26,26530,47,47130,4,2,2,2,2,6,6,6,광주광역시,전북,2인 여행(가족 외),2023-06-24~2023-06-24,1,2,3,1
g000454,45,여,50,8,1,2,2,3,,5,9,3,4,50,50110,41,41110,44,44825,2,7,2,6,1,2,6,2,전라북도,전북,3인 이상 여행(가족 외),2023-06-02~2023-06-04,1,6,2,3
g003217,11,여,20,7,2,1,1,3,,5,,2,1,11,11110,11,11290,41,41110,6,6,2,2,2,2,6,6,서울특별시,광주,3인 이상 여행(가족 외),2023-07-08~2023-07-09,3,2,1,4
g007576,30,여,20,6,1,1,1,12,,1,,2,1,50,50130,42,42150,26,26350,4,2,2,3,4,5,5,7,대전광역시,충남,3인 이상 여행(가족 외),2023-08-23~2023-08-23,1,3,7,2
g004740,36,여,30,6,2,1,3,12,,3,11,3,5,26,26350,42,42830,30,30200,3,2,3,3,3,4,3,5,세종특별자치시,충북,2인 여행(가족 외),2023-08-30~2023-08-31,2,1,3,1
g006831,46,남,20,6,1,1,1,3,,4,,3,3,26,26500,50,50130,47,47130,4,1,1,1,4,4,1,7,전라남도,전남,2인 여행(가족 외),2023-08-18~2023-08-20,2,1,7,1
g002842,11,남,40,6,1,2,4,9,,1,5,3,2,50,50130,42,42830,44,44760,4,1,1,4,6,1,7,4,서울특별시,충남,자녀 동반 여행,2023-06-18~2023-06-18,10,,,3
g010508,43,남,30,6,1,1,2,8,,6,6,2,2,42,42150,46,46130,26,26350,2,2,2,3,6,4,2,5,충청북도,대전,나홀로 여행,2023-09-02~2023-09-02,10,1,6,0
g005564,30,여,30,6,1,2,2,3,,4,7,2,2,44,44770,46,46130,50,50130,1,1,2,2,1,3,6,3,대전광역시,세종,2인 여행(가족 외),2023-08-18~2023-08-18,3,1,7,1
g000380,11,여,50,6,1,2,3,11,,1,11,2,2,42,42760,41,41820,42,42830,2,4,2,4,4,4,2,6,서울특별시,충남,자녀 동반 여행,2023-06-04~2023-06-06,8,3,7,2
g004853,45,여,20,6,1,1,4,13,,2,9,3,2,42,42210,30,30140,26,26200,6,1,6,1,1,4,2,4,전라북도,전북,3인 이상 여행(가족 외),2023-08-28~2023-08-29,2,1,3,2
g004288,46,여,20,6,1,1,2,3,,4,4,2,4,50,50110,50,50130,11,11680,1,1,1,1,1,1,5,7,전라남도,전남,2인 여행(가족 외),2023-07-29~2023-07-29,1,2,3,1
g012936,41,여,30,6,1,1,1,13,,5,,3,1,42,42150,50,50110,26,26350,3,5,2,6,6,6,2,5,경기도,대전,나홀로 여행,2023-09-24~2023-09-24,2,7,10,0
g003962,29,여,50,6,1,2,4,5,,5,8,2,1,45,45190,46,46730,46,46720,1,4,4,4,3,4,5,5,광주광역시,전북,나홀로 여행,2023-08-05~2023-08-06,2,,,0
g001836,29,여,30,6,1,2,4,11,,1,5,3,2,46,46130,45,45800,46,46710,3,3,7,2,1,7,1,3,광주광역시,전남,자녀 동반 여행,2023-06-06~2023-06-07,1,3,2,2
g000478,11,여,30,5,1,1,1,2,,4,,2,3,47,47110,47,47130,42,42150,1,7,1,2,1,1,1,1,서울특별시,전남,2인 가족 여행,2023-05-16~2023-05-18,1,2,8,1
g001834,45,여,20,5,1,1,1,3,,4,,2,1,44,44770,11,11260,45,45110,1,5,2,2,4,2,6,6,전라북도,대전,3인 이상 여행(가족 외),2023-06-10~2023-06-10,3,7,1,3
g011101,11,여,30,6,1,1,4,3,,5,12,3,4,50,50110,42,42210,26,26350,1,4,1,4,4,7,3,7,서울특별시,충남,2인 여행(가족 외),2023-09-01~2023-09-01,10,1,7,1
g008859,30,여,30,6,2,1,5,12,,1,9,2,1,50,50130,46,46130,44,44150,3,1,1,2,5,4,2,5,대전광역시,충남,2인 여행(가족 외),2023-09-01~2023-09-01,7,1,4,1
g002212,29,남,30,6,1,1,3,2,,6,8,2,1,50,50130,50,50110,46,46710,1,2,1,3,3,4,5,2,광주광역시,전남,2인 여행(가족 외),2023-06-24~2023-06-24,1,5,7,1
g001250,11,여,20,6,1,1,4,3,,5,12,2,2,42,42760,42,42110,42,42150,2,1,2,2,6,6,7,7,서울특별시,충남,2인 여행(가족 외),2023-05-27~2023-05-28,3,2,7,1
g011076,11,여,20,6,1,1,4,3,,5,12,3,4,26,26200,50,50130,42,42150,2,1,2,1,2,5,7,2,서울특별시,대전,나홀로 여행,2023-09-09~2023-09-09,7,2,1,0
g011479,29,여,60,6,1,1,1,2,,3,,3,4,26,26500,50,50130,42,42150,4,2,1,2,4,3,6,7,광주광역시,전남,2인 가족 여행,2023-09-02~2023-09-02,1,6,3,1
g012174,45,남,50,5,1,2,3,3,,4,12,1,1,50,50130,46,46130,26,26350,1,2,1,1,1,2,3,7,전라북도,전북,자녀 동반 여행,2023-09-09~2023-09-09,6,3,1,2
g005225,43,여,20,6,1,1,2,2,,4,4,2,1,30,30170,26,26320,50,50130,4,4,4,4,4,4,4,4,충청북도,충남,3인 이상 여행(가족 외),2023-08-12~2023-08-14,3,1,2,2
g003153,11,여,20,6,1,1,2,2,,4,6,2,2,42,42830,29,29110,26,26230,5,2,2,2,3,2,5,6,서울특별시,전북,나홀로 여행,2023-06-25~2023-06-25,2,1,6,0
g002953,44,남,50,6,1,2,4,2,,10,12,2,1,28,28710,29,29170,28,28260,2,3,3,3,3,3,2,6,충청남도,전북,자녀 동반 여행,2023-07-08~2023-07-09,3,,,3
g000259,41,남,40,5,1,2,4,11,,2,8,2,1,42,42210,45,45130,28,28710,2,2,3,3,5,5,2,5,경기도,대전,자녀 동반 여행,2023-05-20~2023-05-21,1,8,3,3
g003860,41,여,30,6,1,2,3,2,,5,9,2,3,42,42150,41,41290,11,11680,1,2,4,4,2,7,2,5,경기도,충북,자녀 동반 여행,2023-07-31~2023-07-31,7,3,1,4
g001614,36,여,30,7,1,2,2,2,,6,10,3,6,50,50130,48,48840,26,26350,1,2,3,4,5,2,2,6,서울특별시,충남,2인 가족 여행,2023-06-03~2023-06-03,2,3,1,1
g003418,29,여,30,6,1,1,1,4,,4,,3,3,50,50130,26,26500,46,46150,2,2,4,3,3,3,4,4,광주광역시,전남,2인 여행(가족 외),2023-07-02~2023-07-03,3,2,1,1
g011435,11,여,40,7,1,1,3,2,,7,10,2,2,50,50110,50,50130,42,42210,3,2,4,4,4,4,5,4,서울특별시,세종,2인 가족 여행,2023-09-17~2023-09-17,2,7,4,1
g006835,26,여,30,6,5,1,4,4,,2,9,2,1,50,50110,26,26230,27,27110,5,1,1,3,3,1,5,3,부산광역시,전북,2인 여행(가족 외),2023-09-08~2023-09-10,3,1,4,1
g013096,45,여,20,6,3,1,2,12,,2,4,3,6,11,11110,50,50110,28,28185,6,3,4,3,3,4,4,3,전라북도,전북,2인 가족 여행,2023-09-28~2023-09-28,2,1,3,1
g003092,30,남,30,6,1,2,2,3,,8,10,2,2,48,48860,48,48840,42,42210,2,2,2,4,4,2,3,5,대전광역시,세종,나홀로 여행,2023-06-23~2023-06-24,1,2,8,0
g007035,26,여,20,4,1,1,4,12,,2,9,3,3,26,26350,26,26500,26,26260,6,2,1,3,5,6,2,2,부산광역시,전남,2인 여행(가족 외),2023-08-28~2023-08-29,3,1,7,1
g002238,41,여,20,6,5,1,4,3,,4,7,2,1,50,50130,26,26170,42,42150,2,2,1,3,6,4,3,3,경기도,대전,2인 가족 여행,2023-06-24~2023-06-25,1,2,,1
g008789,28,남,20,6,2,1,5,12,,2,11,3,3,46,46130,42,42150,50,50110,2,2,5,3,3,5,7,6,인천광역시,전남,2인 여행(가족 외),2023-08-23~2023-08-23,3,2,1,1
e013188,28,여,30,6,1,1,4,2,,5,8,2,3,41,41480,41,41460,28,28720,2,6,7,1,1,4,6,2,인천광역시,충남,2인 여행(가족 외),2023-09-24~2023-09-24,3,2,1,1
g007244,36,남,50,4,1,2,3,4,,3,7,1,1,50,50110,26,26710,11,11230,4,3,3,3,3,3,3,4,세종특별자치시,전북,자녀 동반 여행,2023-08-19~2023-08-19,6,3,1,1
g002492,43,남,40,7,1,2,3,3,,5,5,3,3,41,41110,41,41130,30,30230,3,5,5,4,2,3,5,3,충청북도,세종,자녀 동반 여행,2023-06-15~2023-06-16,2,1,3,2
g011859,44,여,50,7,1,2,2,2,,4,5,2,1,45,45710,42,42210,26,26260,1,4,3,1,2,2,1,3,충청남도,대전,2인 가족 여행,2023-09-17~2023-09-17,8,2,3,1
g000985,30,남,20,6,2,1,4,12,,2,6,2,2,50,50110,11,11140,41,41550,4,2,3,3,5,5,6,5,대전광역시,충북,2인 여행(가족 외),2023-05-26~2023-05-28,2,3,1,1
g001261,27,여,30,5,4,2,3,4,,4,7,2,3,47,47110,48,48890,50,50130,1,1,1,1,7,1,4,7,대구광역시,전남,자녀 동반 여행,2023-06-06~2023-06-06,9,3,8,2
g005683,46,남,30,6,1,2,3,5,,1,5,2,1,50,50130,47,47130,43,43760,2,2,1,4,4,1,2,7,전라남도,광주,자녀 동반 여행,2023-08-16~2023-08-16,3,8,10,2
g010119,29,남,40,7,1,2,4,1,,7,7,3,5,26,26380,42,42110,43,43800,4,3,3,3,3,3,2,6,광주광역시,전남,2인 가족 여행,2023-08-26~2023-08-26,3,2,5,1
g002691,41,남,50,5,1,2,3,3,,5,7,3,6,50,50130,42,42830,43,43800,1,1,6,2,1,2,6,2,경기도,전남,3인 이상 여행(가족 외),2023-06-17~2023-06-18,3,1,9,2
g000605,30,여,40,6,1,2,4,11,,1,4,3,1,46,46130,44,44270,50,50110,4,3,2,4,5,6,2,6,대전광역시,전남,자녀 동반 여행,2023-05-22~2023-05-24,7,1,9,3
g000198,11,여,40,6,1,1,3,3,,4,7,2,1,46,46710,50,50110,30,30110,4,4,1,2,1,1,1,7,서울특별시,전북,2인 여행(가족 외),2023-05-28~2023-05-29,9,3,,1
g010811,29,여,40,6,5,1,1,13,,4,,3,1,46,46130,50,50130,42,42810,3,5,1,6,7,2,4,5,광주광역시,전남,나홀로 여행,2023-09-09~2023-09-09,2,1,7,0
g011323,41,여,40,5,1,2,2,3,,2,3,3,5,50,50130,43,43150,42,42110,1,1,3,4,2,3,4,2,경기도,충남,2인 가족 여행,2023-09-09~2023-09-09,2,1,3,1
g007056,45,여,20,6,1,1,4,2,,3,4,2,1,45,45740,46,46130,11,11110,1,7,7,3,2,3,7,2,전라북도,전남,3인 이상 여행(가족 외),2023-08-19~2023-08-20,2,3,5,3
g001051,48,남,30,6,1,1,2,7,,5,5,2,1,47,47840,26,26710,46,46130,1,1,3,3,3,2,3,3,경상남도,전남,나홀로 여행,2023-05-27~2023-05-29,2,1,7,0
g007774,44,여,40,5,1,2,4,4,,4,6,2,1,48,48840,42,42750,30,30200,1,1,1,4,3,5,3,5,충청남도,충남,자녀 동반 여행,2023-08-26~2023-08-26,3,2,1,7
g012873,47,남,40,6,1,2,3,3,,11,11,2,1,42,42150,50,50130,44,44825,2,4,1,2,2,3,2,2,경상북도,충북,자녀 동반 여행,2023-09-24~2023-09-24,2,,,2
g012188,46,남,50,7,1,2,3,2,,5,5,2,2,50,50110,30,30170,43,43800,3,5,4,2,2,4,1,6,전라남도,광주,자녀 동반 여행,2023-09-09~2023-09-09,8,3,5,1
g011038,46,남,20,6,1,1,4,10,,4,12,2,2,42,42820,46,46730,50,50130,1,1,1,7,5,1,1,7,전라남도,전남,나홀로 여행,2023-09-02~2023-09-02,2,1,4,0
e013282,41,여,20,6,1,1,1,2,,4,,2,1,44,44200,41,41550,11,11680,3,2,1,3,7,5,6,5,경기도,충남,2인 여행(가족 외),2023-09-27~2023-09-27,1,3,7,1
g000571,41,남,40,6,1,2,2,3,,8,10,3,6,50,50130,42,42210,26,26350,2,4,3,4,3,3,4,5,서울특별시,전남,3인 이상 여행(가족 외),2023-05-19~2023-05-20,9,,,8
g002543,46,남,30,6,1,2,5,2,,12,12,3,5,50,50130,46,46130,26,26350,2,2,6,2,2,5,5,3,전라남도,전남,2인 가족 여행,2023-06-22~2023-06-22,3,8,2,1
g011123,46,여,20,6,1,1,1,12,,1,,2,2,29,29200,47,47110,41,41280,5,1,4,2,7,4,7,4,전라남도,광주,나홀로 여행,2023-09-01~2023-09-01,2,8,1,0
g000313,11,남,20,6,1,1,3,12,,1,4,3,4,50,50110,11,11110,30,30110,2,2,2,6,2,2,7,2,서울특별시,대전,나홀로 여행,2023-05-19~2023-05-21,1,7,10,0
g000722,30,여,50,6,1,2,4,2,,5,9,3,6,50,50130,48,48310,42,42820,2,6,6,6,2,6,2,2,대전광역시,충남,자녀 동반 여행,2023-05-28~2023-05-29,2,7,3,3
g001063,41,여,30,7,5,2,4,2,,11,11,2,2,41,41480,28,28260,41,41280,5,2,2,1,6,6,2,6,경기도,대전,자녀 동반 여행,2023-05-28~2023-05-29,3,8,1,3
g000492,41,여,40,6,1,2,3,2,,6,11,2,2,42,42760,41,41460,41,41110,4,3,3,1,5,5,6,3,경기도,충북,자녀 동반 여행,2023-05-28~2023-05-29,7,1,2,2
g011637,11,여,20,7,1,1,1,2,,6,,4,3,42,42150,26,26710,26,26350,4,1,4,3,3,6,6,6,서울특별시,충남,나홀로 여행,2023-09-28~2023-09-28,2,5,1,0
g011983,30,남,30,5,1,1,1,4,,3,,3,2,50,50130,50,50110,42,42830,2,4,2,2,2,2,4,2,대전광역시,전북,2인 여행(가족 외),2023-09-06~2023-09-06,1,3,2,1
g000427,11,여,50,6,1,2,4,2,,6,8,2,3,48,48730,48,48250,48,48240,2,3,2,2,3,3,4,6,서울특별시,전남,자녀 동반 여행,2023-05-28~2023-05-29,7,3,1,3
g012162,41,남,60,6,1,2,3,2,,7,7,2,2,42,42820,41,41460,28,28720,4,1,4,2,3,4,2,4,경기도,대전,자녀 동반 여행,2023-09-17~2023-09-17,3,8,5,2
g004103,28,남,40,6,1,2,4,3,,6,9,2,2,42,42760,43,43760,44,44180,5,1,1,1,5,2,7,7,인천광역시,충북,자녀 동반 여행,2023-08-05~2023-08-06,2,3,1,3
g011268,44,남,30,6,1,2,5,2,,3,6,3,4,30,30200,44,44180,44,44760,7,4,3,2,1,4,7,7,충청남도,전북,나홀로 여행,2023-09-06~2023-09-06,1,2,5,0
g001301,28,남,30,6,1,1,2,3,,5,8,3,3,50,50110,11,11110,27,27110,4,1,1,4,1,5,2,6,인천광역시,전남,2인 여행(가족 외),2023-06-08~2023-06-09,3,1,2,1
g001194,45,여,20,4,1,1,4,12,,1,8,2,3,45,45110,11,11680,50,50110,4,2,1,2,6,6,6,6,전라북도,충북,나홀로 여행,2023-06-24~2023-06-25,2,4,1,0
g003623,28,남,40,6,1,1,3,3,,5,8,3,2,50,50130,47,47130,46,46130,2,1,1,2,4,4,1,4,인천광역시,충북,3인 이상 가족 여행(친척 포함),2023-07-08~2023-07-09,1,3,2,4
e013144,41,남,50,8,1,2,2,2,,12,12,3,3,47,47130,42,42210,11,11440,4,4,3,5,4,5,5,6,경기도,대전,2인 여행(가족 외),2023-09-24~2023-09-24,1,2,3,1
g002804,31,여,30,6,1,1,3,3,,5,11,2,1,26,26410,30,30230,27,27110,3,3,2,2,2,6,6,6,울산광역시,충남,2인 여행(가족 외),2023-07-01~2023-07-02,1,3,2,1
g012546,11,여,40,5,1,2,4,11,,1,4,2,2,42,42760,42,42830,41,41570,4,3,4,2,3,4,3,5,서울특별시,충북,자녀 동반 여행,2023-09-17~2023-09-17,2,1,3,3
g001233,41,남,50,7,1,2,4,2,,7,12,2,1,42,42820,46,46130,48,48840,1,1,1,3,4,2,2,7,경기도,충북,자녀 동반 여행,2023-05-27~2023-05-28,1,2,8,3
g004976,47,남,50,6,1,2,3,2,,4,6,2,1,47,47250,47,47150,50,50110,5,3,3,3,5,5,3,5,경상북도,대전,자녀 동반 여행,2023-08-12~2023-08-14,3,7,1,1
g004472,45,남,20,6,1,2,2,4,,4,4,2,1,46,46130,48,48240,30,30110,5,4,3,5,2,2,3,5,전라북도,대전,2인 가족 여행,2023-07-27~2023-07-27,2,3,1,1
g004375,30,여,30,4,1,2,3,4,,4,8,2,2,42,42150,42,42210,44,44825,2,2,2,4,2,3,2,6,대전광역시,충남,자녀 동반 여행,2023-07-28~2023-07-29,8,2,1,2
g004606,41,남,30,6,1,2,4,2,,8,11,2,1,48,48310,42,42150,42,42130,3,2,4,1,1,4,3,6,경기도,충북,3인 이상 여행(가족 외),2023-08-06~2023-08-06,6,1,3,3
g001786,41,남,50,5,1,2,4,3,,3,6,2,2,50,50130,46,46710,42,42230,4,4,1,2,4,4,3,6,경기도,전북,자녀 동반 여행,2023-06-04~2023-06-05,7,1,8,3
g011835,29,여,50,4,1,2,4,11,,1,5,3,30,50,50130,46,46130,26,26710,1,1,1,3,3,2,5,6,광주광역시,전남,3대 동반 여행(친척 포함),2023-09-14~2023-09-14,3,,,2
g002440,30,남,20,6,1,1,1,2,,4,,2,1,11,11680,27,27230,50,50110,6,2,2,2,1,4,2,6,대전광역시,충남,2인 여행(가족 외),2023-07-01~2023-07-02,2,1,3,1
g011850,41,여,30,6,1,2,2,13,,6,11,3,6,50,50110,47,47130,42,42150,2,2,6,3,3,3,1,1,경기도,충남,2인 여행(가족 외),2023-09-10~2023-09-10,8,3,1,1
g003468,30,남,30,7,1,2,2,2,,6,9,1,6,42,42210,50,50110,45,45130,4,2,1,3,1,6,4,3,대전광역시,전북,2인 가족 여행,2023-06-30~2023-07-01,2,1,3,1
g005589,30,남,40,6,1,1,1,3,,5,,3,5,50,50130,26,26350,45,45140,7,4,6,6,2,4,6,2,대전광역시,전북,부모 동반 여행,2023-08-12~2023-08-12,2,3,1,2
